ticker,title,sic_code,sic_description
DFPH,ONCOLOGY INSTITUTE INC.,8011,Services-Offices & Clinics of  Doctors of  Medicine
DSX-PB,DIANA SHIPPING INC.,4412,Deep Sea Foreign Transportation of  Freight
CNTHO,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
CHMI-PB,CHERRY HILL MORTGAGE INVESTMENT CORP,6798,Real Estate Investment Trusts
ERLFF,ENTREE RESOURCES LTD.,1040,Gold and Silver Ores
BHR-PD,BRAEMAR HOTELS & RESORTS INC.,6798,Real Estate Investment Trusts
JPI,NUVEEN PREFERRED SECURITIES & INCOME OPPORTUNITIES FUND,,
HAWLN,HAWAIIAN ELECTRIC CO INC,4911,Electric Services
AHT-PD,ASHFORD HOSPITALITY TRUST INC,6798,Real Estate Investment Trusts
PRRUF,IMMUTEP LTD,2834,Pharmaceutical Preparations
AHT-PG,ASHFORD HOSPITALITY TRUST INC,6798,Real Estate Investment Trusts
CNTHN,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
SLNCF,SILENCE THERAPEUTICS PLC,2834,Pharmaceutical Preparations
HAWEN,HAWAIIAN ELECTRIC CO INC,4911,Electric Services
FGPRB,FERRELLGAS PARTNERS L P,5900,Retail-Miscellaneous Retail
AHT-PF,ASHFORD HOSPITALITY TRUST INC,6798,Real Estate Investment Trusts
CNLHO,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
APLMW,APOLLOMICS INC.,2834,Pharmaceutical Preparations
CNLHP,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
FENC,FENNEC PHARMACEUTICALS INC.,2836,"Biological Products, (No Diagnostic Substances)"
AHT-PH,ASHFORD HOSPITALITY TRUST INC,6798,Real Estate Investment Trusts
ARCXF,ARCELORMITTAL,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
CNLTP,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
AHT-PI,ASHFORD HOSPITALITY TRUST INC,6798,Real Estate Investment Trusts
PHT,PIONEER HIGH INCOME FUND INC.,,
CNLTL,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
IPHYF,INNATE PHARMA SA,2836,"Biological Products, (No Diagnostic Substances)"
CNPWM,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
NVNXF,NOVONIX LTD,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
OABI,OMNIAB INC.,8731,Services-Commercial Physical & Biological Research
PRTHU,PRIORITY TECHNOLOGY HOLDINGS INC.,7389,"Services-Business Services, NEC"
CHMI-PA,CHERRY HILL MORTGAGE INVESTMENT CORP,6798,Real Estate Investment Trusts
CNPWP,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
LANDP,GLADSTONE LAND CORP,6798,Real Estate Investment Trusts
CNLPM,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
RVRF,RIVER FINANCIAL CORP,6022,State Commercial Banks
VICP,VICAPSYS LIFE SCIENCES INC.,2834,Pharmaceutical Preparations
CNLTN,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
GDRZF,GOLD RESERVE LTD,1040,Gold and Silver Ores
ENO,ENTERGY NEW ORLEANS LLC,4931,Electric & Other Services Combined
CNLHN,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
BNIGF,BERONI GROUP LTD,2834,Pharmaceutical Preparations
IVEVF,INVENTIVA S.A.,2834,Pharmaceutical Preparations
AONC,AMERICAN ONCOLOGY NETWORK INC.,8000,Services-Health Services
SB-PD,SAFE BULKERS INC.,4412,Deep Sea Foreign Transportation of  Freight
SB-PC,SAFE BULKERS INC.,4412,Deep Sea Foreign Transportation of  Freight
EBRCZ,EBR SYSTEMS INC.,3841,Surgical & Medical Instruments & Apparatus
CDR-PB,CEDAR REALTY TRUST INC.,6798,Real Estate Investment Trusts
DLNG-PA,DYNAGAS LNG PARTNERS LP,4400,Water Transportation
CDR-PC,CEDAR REALTY TRUST INC.,6798,Real Estate Investment Trusts
PMHG,PRIME MERIDIAN HOLDING CO,6022,State Commercial Banks
WONDF,WONDERFI TECHNOLOGIES INC.,6770,Blank Checks
THTX,THERATECHNOLOGIES INC.,2834,Pharmaceutical Preparations
BBXIB,BBX CAPITAL INC.,5400,Retail-Food Stores
PRMLF,NEXMETALS MINING CORP.,1000,Metal Mining
TDACU,TRANSLATIONAL DEVELOPMENT ACQUISITION CORP.,6770,Blank Checks
CASK,HERITAGE DISTILLING HOLDING COMPANY INC.,2080,Beverages
MEHCQ,CHROME HOLDING CO.,2834,Pharmaceutical Preparations
AOAO,ALPHA ONE INC.,4899,"Communications Services, NEC"
ECF-PA,ELLSWORTH GROWTH & INCOME FUND LTD,0000,
RDIB,READING INTERNATIONAL INC,7830,Services-Motion Picture Theaters
FATBB,FAT BRANDS INC,5812,Retail-Eating  Places
SOHOO,SOTHERLY HOTELS INC.,6798,Real Estate Investment Trusts
HNW,PIONEER DIVERSIFIED HIGH INCOME FUND INC.,,
HCIL,HONGCHANG INTERNATIONAL CO. LTD,3845,Electromedical & Electrotherapeutic Apparatus
IRRX,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,6770,Blank Checks
BCV-PA,BANCROFT FUND LTD,,
RGBPP,REGEN BIOPHARMA INC,2834,Pharmaceutical Preparations
GLU-PB,GABELLI GLOBAL UTILITY & INCOME TRUST,,
GNTLF,GENETIC TECHNOLOGIES LTD,2836,"Biological Products, (No Diagnostic Substances)"
RLFTF,RELIEF THERAPEUTICS HOLDING SA,2834,Pharmaceutical Preparations
ENTX,ENTERA BIO LTD.,2836,"Biological Products, (No Diagnostic Substances)"
DALN,DALLASNEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing
BKSC,BANK OF SOUTH CAROLINA CORP,6022,State Commercial Banks
GSL-PB,GLOBAL SHIP LEASE INC.,4412,Deep Sea Foreign Transportation of  Freight
EXNRF,EXCELLON RESOURCES INC,1040,Gold and Silver Ores
BCTF,BANCORP 34 INC.,6035,"Savings Institution, Federally Chartered"
GGROU,GOLDEN GROWERS COOPERATIVE,0700,Agricultural Services
LUCN,LUCENT INC.,7389,"Services-Business Services, NEC"
MPVDF,MOUNTAIN PROVINCE DIAMONDS INC.,1000,Metal Mining
SOHOB,SOTHERLY HOTELS INC.,6798,Real Estate Investment Trusts
SOHON,SOTHERLY HOTELS INC.,6798,Real Estate Investment Trusts
SSHT,SSHT S&T GROUP LTD.,8742,Services-Management Consulting Services
CULL,CULLMAN BANCORP INC. /MD/,6036,"Savings Institutions, Not Federally Chartered"
EAXR,EALIXIR INC.,7372,Services-Prepackaged Software
ZIVO,ZIVO BIOSCIENCE INC.,2836,"Biological Products, (No Diagnostic Substances)"
ARRKF,ARRAS MINERALS CORP.,1000,Metal Mining
TCBC,TC BANCSHARES INC.,6035,"Savings Institution, Federally Chartered"
CPTP,CAPITAL PROPERTIES INC /RI/,6519,"Lessors of  Real Property, NEC"
STRC,STRATEGY INC,6199,Finance Services
BBXIA,BBX CAPITAL INC.,5400,Retail-Food Stores
SBBCF,SIMPLY BETTER BRANDS CORP.,,
RAASY,CLOOPEN GROUP HOLDING LTD,7372,Services-Prepackaged Software
OFED,OCONEE FEDERAL FINANCIAL CORP.,6035,"Savings Institution, Federally Chartered"
NSRCF,NEXTSOURCE MATERIALS INC.,1040,Gold and Silver Ores
UBOH,UNITED BANCSHARES INC/OH,6021,National Commercial Banks
FSXLF,GREAT PACIFIC GOLD CORP.,,
BCOW,1895 BANCORP OF WISCONSIN INC. /MD/,6036,"Savings Institutions, Not Federally Chartered"
MTMV,MOTOMOVA INC,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
FFBW,FFBW INC. /MD/,6035,"Savings Institution, Federally Chartered"
OCGSF,OUTCROP SILVER & GOLD CORP,1000,Metal Mining
GFASY,GAFISA S.A.,1520,General Bldg Contractors - Residential Bldgs
ILLMF,ILLUMIN HOLDINGS INC.,7374,Services-Computer Processing & Data Preparation
MDNAF,MEDICENNA THERAPEUTICS CORP.,2834,Pharmaceutical Preparations
LCHD,LEADER CAPITAL HOLDINGS CORP.,7371,Services-Computer Programming Services
RLFTY,RELIEF THERAPEUTICS HOLDING SA,2834,Pharmaceutical Preparations
FBIOP,FORTRESS BIOTECH INC.,2834,Pharmaceutical Preparations
NZEOF,NEW ZEALAND OIL & GAS LTD/ADR,,
HRBR,HARBOR DIVERSIFIED INC.,4512,"Air Transportation, Scheduled"
CCTSF,CACTUS ACQUISITION CORP. 1 LTD,6770,Blank Checks
UONEK,URBAN ONE INC.,4832,Radio Broadcasting Stations
CHTH,CNL HEALTHCARE PROPERTIES INC.,6798,Real Estate Investment Trusts
MSVB,MID-SOUTHERN BANCORP INC.,6035,"Savings Institution, Federally Chartered"
VMNT,VEMANTI GROUP INC.,6199,Finance Services
RNLXY,RENALYTIX PLC,8071,Services-Medical Laboratories
AVLNF,AVALON ADVANCED MATERIALS INC.,1000,Metal Mining
IDWM,IDW MEDIA HOLDINGS INC.,7310,Services-Advertising
WSKEF,WISEKEY INTERNATIONAL HOLDING S.A.,7374,Services-Computer Processing & Data Preparation
GBNY,GENERATIONS BANCORP NY INC.,6035,"Savings Institution, Federally Chartered"
CIZN,CITIZENS HOLDING CO /MS/,6022,State Commercial Banks
AATC,AUTOSCOPE TECHNOLOGIES CORP,3829,"Measuring & Controlling Devices, NEC"
YQAI,YOUNEEQAI TECHNICAL SERVICES INC.,7371,Services-Computer Programming Services
NOWG,NOWIGENCE INC.,7370,"Services-Computer Programming, Data Processing, Etc."
HBUV,HUBILU VENTURE CORP,6510,Real Estate Operators (No Developers) & Lessors
BIOE,BIO ESSENCE CORP,2834,Pharmaceutical Preparations
DSHK,DRIVE SHACK INC.,5810,Retail-Eating & Drinking Places
DNQAF,SEMNUR PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
GRFXY,GRAPHEX GROUP LTD,3620,Electrical Industrial Apparatus
INTE,INTEGRAL ACQUISITION CORP 1,6770,Blank Checks
GWLL,GOLDENWELL BIOTECH INC.,2000,Food and Kindred Products
ENDI,ENDI CORP.,6282,Investment Advice
SALM,SALEM MEDIA GROUP INC. /DE/,4832,Radio Broadcasting Stations
OSBK,OCONEE FINANCIAL CORP,6022,State Commercial Banks
HSTI,HIGH SIERRA TECHNOLOGIES INC.,6770,Blank Checks
XTXXF,ADASTRA HOLDINGS LTD.,2834,Pharmaceutical Preparations
LSB,LAKESHORE BIOPHARMA CO. LTD.,2834,Pharmaceutical Preparations
INFT,INFINITY BANCORP,6022,State Commercial Banks
WVVIP,WILLAMETTE VALLEY VINEYARDS INC,2080,Beverages
BQST,BIOQUEST CORP,2834,Pharmaceutical Preparations
VWFB,VWF BANCORP INC.,6036,"Savings Institutions, Not Federally Chartered"
HLLK,HALLMARK VENTURE GROUP INC.,6500,Real Estate
AFGC,AMERICAN FINANCIAL GROUP INC,6331,"Fire, Marine & Casualty Insurance"
FNCH,FINCH THERAPEUTICS GROUP INC.,2836,"Biological Products, (No Diagnostic Substances)"
IMUC,EOM PHARMACEUTICAL HOLDINGS INC.,2834,Pharmaceutical Preparations
PWCO,PWRCOR INC.,6153,Short-Term Business Credit Institutions
ARBKF,ARGO BLOCKCHAIN PLC,6199,Finance Services
DWIS,SUPERSTAR PLATFORMS INC.,7389,"Services-Business Services, NEC"
SFES,SAFEGUARD SCIENTIFICS INC,6799,"Investors, NEC"
ADMG,ADAMANT DRI PROCESSING & MINERALS GROUP,1000,Metal Mining
WHLRD,WHEELER REAL ESTATE INVESTMENT TRUST INC.,6798,Real Estate Investment Trusts
PMDI,PSYCHEMEDICS CORP,8071,Services-Medical Laboratories
GBCS,SELECTIS HEALTH INC.,6798,Real Estate Investment Trusts
SFWJ,SOFTWARE EFFECTIVE SOLUTIONS CORP.,7371,Services-Computer Programming Services
ODDAF,ODD BURGER CORP,2000,Food and Kindred Products
SPTY,SPECIFICITY INC.,7311,Services-Advertising Agencies
SWISF,SEKUR PRIVATE DATA LTD.,4822,Telegraph & Other Message Communications
ZKGCF,ZKGC NEW ENERGY LTD,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
PRNAF,ALTERITY THERAPEUTICS LTD,2834,Pharmaceutical Preparations
FZMD,FUSE MEDICAL INC.,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies"
TVE,TENNESSEE VALLEY AUTHORITY,4911,Electric Services
MCLE,MEDICALE CORP.,8000,Services-Health Services
BNSOF,BONSO ELECTRONICS INTERNATIONAL INC,3679,"Electronic Components, NEC"
SCYYF,SCANDIUM INTERNATIONAL MINING CORP.,1000,Metal Mining
TVC,TENNESSEE VALLEY AUTHORITY,4911,Electric Services
MYCB,MY CITY BUILDERS INC.,6500,Real Estate
HOOK,HOOKIPA PHARMA INC.,2834,Pharmaceutical Preparations
CUBT,CURATIVE BIOTECHNOLOGY INC,2836,"Biological Products, (No Diagnostic Substances)"
WINSF,WINS FINANCE HOLDINGS INC.,6199,Finance Services
EVTK,EVENTIKO INC.,7990,Services-Miscellaneous Amusement & Recreation
FGCO,FINANCIAL GRAVITY COMPANIES INC.,6199,Finance Services
CJAX,COJAX OIL & GAS CORP,1311,Crude Petroleum & Natural Gas
EGLXF,ENTHUSIAST GAMING HOLDINGS INC. / CANADA,7900,Services-Amusement & Recreation Services
FULO,FULLNET COMMUNICATIONS INC,4813,Telephone Communications (No Radiotelephone)
NEXCF,NEXTECH3D.AI CORP.,7371,Services-Computer Programming Services
SHVLF,STARCORE INTERNATIONAL MINES LTD.,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
ADMQ,ADM ENDEAVORS INC.,7310,Services-Advertising
HGLD,PATAGONIA GOLD CORP.,1040,Gold and Silver Ores
SITS,SOUTHERN ITS INTERNATIONAL INC.,7372,Services-Prepackaged Software
NUVI,EMO CAPITAL CORP.,2870,Agricultural Chemicals
NMGX,NANO MAGIC INC.,3470,"Coating, Engraving & Allied Services"
FBDS,FUSS BRANDS CORP.,2834,Pharmaceutical Preparations
FALC,FALCONSTOR SOFTWARE INC,7372,Services-Prepackaged Software
SILEF,SILVER ELEPHANT MINING CORP.,1000,Metal Mining
VQSSF,VIQ SOLUTIONS INC.,7370,"Services-Computer Programming, Data Processing, Etc."
SUIC,SUIC WORLDWIDE HOLDINGS LTD.,2860,Industrial Organic Chemicals
UCASU,UC ASSET LP,6799,"Investors, NEC"
BVAXD,BIOVAXYS TECHNOLOGY CORP.,,
BRRN,BYRN INC.,8741,Services-Management Services
GOGR,GO GREEN GLOBAL TECHNOLOGIES CORP.,3677,"Electronic Coils, Transformers & Other Inductors"
VISL,VISLINK TECHNOLOGIES INC.,3669,"Communications Equipment, NEC"
MVCO,METAVESCO INC.,6199,Finance Services
GLUC,GLUCOSE HEALTH INC.,2833,Medicinal Chemicals & Botanical Products
SIPN,SIPP INTERNATIONAL INDUSTRIES INC.,3663,Radio & Tv Broadcasting & Communications Equipment
JETR,STAR JETS INTERNATIONAL INC.,4522,"Air Transportation, Nonscheduled"
EBZT,EVERYTHING BLOCKCHAIN INC.,7372,Services-Prepackaged Software
JUPGF,ATLAS CRITICAL MINERALS CORP,1040,Gold and Silver Ores
PNPL,PINEAPPLE INC.,8742,Services-Management Consulting Services
UCIX,UMBRA COMPANIES INC.,4911,Electric Services
CANN,TREES CORP (COLORADO),5912,Retail-Drug Stores and Proprietary Stores
GRDAF,GUARDFORCE AI CO. LTD.,7381,"Services-Detective, Guard & Armored Car Services"
SGTM,SUSTAINABLE GREEN TEAM LTD.,0700,Agricultural Services
NXMH,NEXT MEATS HOLDINGS INC.,2000,Food and Kindred Products
WDLF,DECENTRAL LIFE INC.,6199,Finance Services
TGCB,TEGO CYBER INC.,7370,"Services-Computer Programming, Data Processing, Etc."
RBCN,RUBICON TECHNOLOGY INC.,3674,Semiconductors & Related Devices
ACRL,ATACAMA RESOURCES INTERNATIONAL INC.,1000,Metal Mining
PMEDF,PREDICTMEDIX INC.,7372,Services-Prepackaged Software
RSCF,REFLECT SCIENTIFIC INC.,3821,Laboratory Apparatus & Furniture
TPHS,TRINITY PLACE HOLDINGS INC.,6512,Opeators of  Nonresidential Buildings
MTTCF,STEAKHOLDER FOODS LTD.,2000,Food and Kindred Products
AMMX,AMERAMEX INTERNATIONAL INC,7350,Services-Miscellaneous Equipment Rental & Leasing
HALB,HALBERD CORP,8071,Services-Medical Laboratories
CRTD,CREATD INC.,7819,Services-Allied To Motion Picture Production
SNNC,SIBANNAC INC.,2834,Pharmaceutical Preparations
SMKG,SMARTCARD MARKETING SYSTEMS INC,5045,Wholesale-Computers & Peripheral Equipment & Software
FTRS,FUTURIS CO,8742,Services-Management Consulting Services
CETXP,CEMTREX INC,3670,Electronic Components & Accessories
DTGI,DIGERATI TECHNOLOGIES INC.,7374,Services-Computer Processing & Data Preparation
EGTYF,EGUANA TECHNOLOGIES INC.,,
AAGH,AMERICA GREAT HEALTH,2834,Pharmaceutical Preparations
SRMX,SADDLE RANCH MEDIA INC.,3640,Electric Lighting & Wiring Equipment
AIMI,AIM IMMUNOTECH INC.,2836,"Biological Products, (No Diagnostic Substances)"
AXIM,AXIM BIOTECHNOLOGIES INC.,2834,Pharmaceutical Preparations
JRSS,JRSIS HEALTH CARE CORP,8060,Services-Hospitals
ELRA,ELRAY RESOURCES INC.,7372,Services-Prepackaged Software
GPFT,GRAPEFRUIT USA INC,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus
TKOI,TELKONET INC,3822,Auto Controls For Regulating Residential & Comml Environments
VSTTF,VAST RENEWABLES LTD,3433,"Heating Equipment, Except Electric & Warm Air Furnaces"
SVVC,FIRSTHAND TECHNOLOGY VALUE FUND INC.,,
SNWR,SANWIRE CORP,3669,"Communications Equipment, NEC"
PWDY,POWERDYNE INTERNATIONAL INC.,7374,Services-Computer Processing & Data Preparation
AGNPF,ALGERNON PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
CANB,CAN B CORP,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
BYOC,BEYOND COMMERCE INC.,7374,Services-Computer Processing & Data Preparation
PCYN,PROCYON CORP,2834,Pharmaceutical Preparations
SYIN,SYNBIO INTERNATIONAL INC.,7374,Services-Computer Processing & Data Preparation
PAANF,PAN AMERICAN ENERGY CORP. (CANADA),,
HMMR,HAMMER TECHNOLOGY HOLDINGS CORP.,4899,"Communications Services, NEC"
RDAR,RAADR INC.,7371,Services-Computer Programming Services
IGPK,INTEGRATED CANNABIS SOLUTIONS INC.,0100,Agricultural Production-Crops
WHLRP,WHEELER REAL ESTATE INVESTMENT TRUST INC.,6798,Real Estate Investment Trusts
VCNX,VACCINEX INC.,2834,Pharmaceutical Preparations
DFCO,DALRADA FINANCIAL CORP,7363,Services-Help Supply Services
BDRL,BLONDER TONGUE LABORATORIES INC,3663,Radio & Tv Broadcasting & Communications Equipment
TNBI,TANKE BIOSCIENCES CORP,2040,Grain Mill Products
CTHR,CHARLES & COLVARD LTD,3910,"Jewelry, Silverware & Plated Ware"
KACLF,KAIROUS ACQUISITION CORP. LTD,6770,Blank Checks
MOBBW,MOBILICOM LTD,3721,Aircraft
RTON,RIGHT ON BRANDS INC.,5900,Retail-Miscellaneous Retail
VNUE,VNUE INC.,7822,Services-Motion Picture & Video Tape Distribution
CLUS,CLUSTER GROUP HOLDINGS LTD CO,4899,"Communications Services, NEC"
IMPM,IMPAC MORTGAGE HOLDINGS INC,6798,Real Estate Investment Trusts
KGKG,KONA GOLD BEVERAGE INC.,2080,Beverages
WNFT,WORLDWIDE NFT INC.,7374,Services-Computer Processing & Data Preparation
ASII,ACCREDITED SOLUTIONS INC.,2080,Beverages
SONX,SONENDO INC.,3843,Dental Equipment & Supplies
PLSH,PANACEA LIFE SCIENCES HOLDINGS INC.,2833,Medicinal Chemicals & Botanical Products
SANW,S&W SEED CO,0100,Agricultural Production-Crops
GMZP,GEMZ CORP. NV,1520,General Bldg Contractors - Residential Bldgs
TLSS,TRANSPORTATION & LOGISTICS SYSTEMS INC.,4700,Transportation Services
MGHL,MORGAN GROUP HOLDING CO,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
EHVVF,EHAVE INC.,7371,Services-Computer Programming Services
IWAL,IWALLET CORP,3669,"Communications Equipment, NEC"
TLIF,TOCCA LIFE HOLDINGS INC.,7900,Services-Amusement & Recreation Services
GMBL,ESPORTS ENTERTAINMENT GROUP INC.,7900,Services-Amusement & Recreation Services
NXEN,NEXIEN BIOPHARMA INC.,2834,Pharmaceutical Preparations
SPQS,SPORTSQUEST INC.,7900,Services-Amusement & Recreation Services
FKST,FLOWERKIST SKIN CARE & COSMETICS INC.,5912,Retail-Drug Stores and Proprietary Stores
MMMW,MASS MEGAWATTS WIND POWER INC,4991,Cogeneration Services & Small Power Producers
INNI,INNOVARO INC.,6770,Blank Checks
TKMO,TEKUMO INC.,7372,Services-Prepackaged Software
PHBI,PHARMAGREEN BIOTECH INC.,4581,"Airports, Flying Fields & Airport Terminal Services"
BLPG,BLUE LINE PROTECTION GROUP INC.,5900,Retail-Miscellaneous Retail
SNPW,SUN PACIFIC HOLDING CORP.,7310,Services-Advertising
NTRR,NEUTRA CORP.,2833,Medicinal Chemicals & Botanical Products
CTGL,CITRINE GLOBAL CORP.,7372,Services-Prepackaged Software
APSI,AQUA POWER SYSTEMS INC.,4911,Electric Services
BKGM,BANKGUAM HOLDING CO,6029,"Commercial Banks, NEC"
USDP,USD PARTNERS LP,4013,Railroad Switching & Terminal Establishments
SHGI,SPARX HOLDINGS GROUP INC.,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
ENDV,ENDONOVO THERAPEUTICS INC.,3845,Electromedical & Electrotherapeutic Apparatus
CDSG,CHINA DONGSHENG INTERNATIONAL INC.,1000,Metal Mining
PLPL,PLANDAI BIOTECHNOLOGY INC.,2834,Pharmaceutical Preparations
EDGM,EDGEMODE INC.,8082,Services-Home Health Care Services
OXBRW,OXBRIDGE RE HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance"
GSPI,GREEN STAR PRODUCTS INC.,3949,"Sporting & Athletic Goods, NEC"
KITL,KISSES FROM ITALY INC.,5810,Retail-Eating & Drinking Places
KEGS,1812 BREWING COMPANY INC.,7389,"Services-Business Services, NEC"
APHD,VERDE BIO HOLDINGS INC.,1311,Crude Petroleum & Natural Gas
LPTV,LOOP MEDIA INC.,7363,Services-Help Supply Services
ENSV,ENSERVCO CORP,1389,"Oil & Gas Field Services, NEC"
GWSO,GLOBAL WARMING SOLUTIONS INC.,5960,Retail-Nonstore Retailers
EMED,ELECTROMEDICAL TECHNOLOGIES INC,3841,Surgical & Medical Instruments & Apparatus
MASN,MAISON LUXE INC.,7500,"Services-Automotive Repair, Services & Parking"
DPUI,DISCOUNT PRINT USA INC.,2750,Commercial Printing
EESH,EESTECH INC.,4941,Water Supply
BISA,BALTIC INTERNATIONAL USA INC,6770,Blank Checks
ECOX,ECO INNOVATION GROUP INC.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
CLCS,CELL SOURCE INC.,2834,Pharmaceutical Preparations
BWMG,BROWNIE'S MARINE GROUP INC,3949,"Sporting & Athletic Goods, NEC"
KOAN,RESONATE BLENDS INC.,7372,Services-Prepackaged Software
FAVO,FAVO CAPITAL INC.,6770,Blank Checks
GIPL,GLOBAL INNOVATIVE PLATFORMS INC.,3841,Surgical & Medical Instruments & Apparatus
ACBM,ACRO BIOMEDICAL CO. LTD.,7900,Services-Amusement & Recreation Services
DWAY,DRIVEITAWAY HOLDINGS INC.,8200,Services-Educational Services
RTSL,RAPID THERAPEUTIC SCIENCE LABORATORIES INC.,2834,Pharmaceutical Preparations
GETR,GETAROUND INC,7510,Services-Auto Rental & Leasing (No Drivers)
GXXM,GEX MANAGEMENT INC.,8742,Services-Management Consulting Services
FMHS,FARMHOUSE INC. /NV,7370,"Services-Computer Programming, Data Processing, Etc."
ESSI,ECO SCIENCE SOLUTIONS INC.,5900,Retail-Miscellaneous Retail
CRDV,COMMUNITY REDEVELOPMENT INC.,6552,Land Subdividers & Developers (No Cemeteries)
XNDA,TRIBAL RIDES INTERNATIONAL CORP.,7389,"Services-Business Services, NEC"
ECXJ,CXJ GROUP CO. LTD,3714,Motor Vehicle Parts & Accessories
RNGC,RANGER GOLD CORP.,1040,Gold and Silver Ores
ASPU,ASPEN GROUP INC.,8200,Services-Educational Services
NXGB,NXGEN BRANDS INC.,2020,Dairy Products
BZRD,BLUBUZZARD INC.,6770,Blank Checks
WTER,ALKALINE WATER CO INC,5140,Wholesale-Groceries & Related Products
SONG,MUSIC LICENSING INC.,7900,Services-Amusement & Recreation Services
BAC-PL,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
BAC-PM,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
MER-PK,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
RMCOW,ROYALTY MANAGEMENT HOLDING CORP,6794,Patent Owners & Lessors
ASTLW,ALGOMA STEEL GROUP INC.,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
OTGAU,OTG ACQUISITION CORP. I,6770,Blank Checks
BAC-PN,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
BAC-PO,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
BAC-PP,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
BAC-PQ,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
BAC-PS,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
BACRP,BANK OF AMERICA CORP /DE/,6021,National Commercial Banks
SOUNW,SOUNDHOUND AI INC.,7372,Services-Prepackaged Software
RVPHW,REVIVA PHARMACEUTICALS HOLDINGS INC.,2834,Pharmaceutical Preparations
JENA-UN,JENA ACQUISITION CORP II,6770,Blank Checks
JENA-RI,JENA ACQUISITION CORP II,6770,Blank Checks
BACCR,BLUE ACQUISITION CORP/CAYMAN,6770,Blank Checks
BACCU,BLUE ACQUISITION CORP/CAYMAN,6770,Blank Checks
